batch_id,row_id,surface_name,question,model_answer,source_citation,expected_source_type,expected_display_citation,expected_yururluk_state,cross_type_disambiguation,is_problem_core,is_sentinel_control,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name,second_reviewer_name
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0001,source_local_direct_retrieval,1581 m.23 hangi hükmü düzenler? Kısa ve doğrudan cevap ver.,Dayanak 1581 m.23 (KANUN). Yürürlüğe girme:. Yürürlüğe girme: Madde 23 – Bu kanun yayımı tarihinden itibaren yürürlüğe girer. [Kaynak: 1581 m.23],1581 m.23,KANUN,1581 m.23,YURURLUKTE,false,false,true,,,,,
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0037,cross_type_wrong_source_disambiguation,3398 m.0 atfı hangi mevzuat türüne aittir? Benzer numaralı başka belgelerle karıştırmadan türü ve kısa dayanağı göster.,Bu atif KANUN turundedir. Dayanak 3398 m.0. Diğer Bilgiler. —————————— (1) Bu Kanunun ekindeki listeler aynı tarihli Resmi Gazete'de yayınlanmıştır. [Kaynak: 3398 m.0],3398 m.0,KANUN,3398 m.0,YURURLUKTE,true,false,true,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0049,yururluk_mulga_temporal_interpretation,"1005 m.1 yürürlükte mi, mülga mı? Başlangıç ve bitiş durumuyla cevap ver.","Dayanak 1005 m.1 (MULGA). Yururluk durumu: MULGA. Baslangic: 1968-02-24. Bitis: UNKNOWN. 1 - 27/4/1976 tarih ve 1985 sayılı Kanun ile yürürlükten kaldırılmış veya değiştirilmiş olan hükümlerin metinleri: (Madde numaraları: 1,2). 1 - 27/4/1976 tarih ve 1985 sayılı Kanun ile yürürlükten kaldırılmış veya değiştirilmiş olan hükümlerin metinleri: (Madde numaraları: 1,2) Madde 1 – (24/2/1968 tarih ve 1005 sayılı Kanunun hükmüdür.) Milli mücadeleye... [Kaynak: 1005 m.1]",1005 m.1,MULGA,1005 m.1,MULGA,false,true,false,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0051,yururluk_mulga_temporal_interpretation,1076 m.18 maddesinin temporal durumunu ve geçerlilik aralığını belirtir misin?,"Dayanak 1076 m.18 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: UNKNOWN. Madde No: 18. Madde 18 – Yedek subay ve memurlarından seferde ordudaki vazifelerini ifa ederek, terhis edilenler, memursalar ordudaki hizmetleri kendi memuriyetindeki kıdemlerine zammedilir ve meslek ve memuriyeti sabıkalarına veya... [Kaynak: 1076 m.18]",1076 m.18,MULGA,1076 m.18,MULGA,false,true,false,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0052,citation_heavy_exact_locator_long_article,3713 m.20 için exact citation ve locator bilgisiyle dayanağı gösterir misin?,"Exact citation 3713 m.20. Locator: law://3713/3713/3713 m.20. Koruma tedbirleri[12]. Koruma tedbirleri[12] Madde 20 – (Değişik: 29/6/2006-5532/14 md.) Terörle mücadelede görev veren veya bu görevi ifa eden adlî, istihbarî, idarî ve askerî görevliler, kolluk görevlileri, Ceza ve Tevkifevleri Genel Müdürü ve Genel Müdür Yardımcıları, terör suçlularının muhafaza edildiği ceza ve tutukevlerinin savcıları ve müdürleri, Devlet Güvenlik Mahkemelerinde görev yapmış hâkim ve savcılar, Ceza Muhakemesi Kanununun 250 nci maddesiyle yetkili kılınmış ağır ceza mahkemelerinde görev yapan hâkim ve savcılar ile... [Kaynak: 3713 m.20]",3713 m.20,KANUN,3713 m.20,YURURLUKTE,false,false,true,,,,,
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0056,citation_heavy_exact_locator_long_article,5427 m.43 için exact citation ve locator bilgisiyle dayanağı gösterir misin?,"Exact citation 5427 m.43. Locator: law://5427/5427/5427 m.43. Yürütme. Yürütme Madde 43- (Değişik:RG-20/7/2019-30837) Bu Yönetmelik hükümlerini Tarım ve Orman Bakanı yürütür. Yönetmeliğin Yayımlandığı Resmî Gazete’nin Tarihi Sayısı 27/12/2001 30837 Yönetmelikte Değişiklik Yapan Yönetmeliklerin Yayımlandığı Resmî Gazetelerin Tarihi Sayısı 1. 20/7/2019 30837 2. Ek 1 (Arka Yüz Türkçe) Talimatlar ve Açıklamalar (Bunlar formda belirtilen blok numaralarına aittir) 1.Verilen belgeye (ihracat izni, ithal edilmiş örneklerin ihracat sertifikası, ithalat izni veya diğer) uygun olan kutuyu... [Kaynak: 5427 m.43]",5427 m.43,KKY,5427 m.43,YURURLUKTE,false,true,false,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0058,excluded_source_unsupported_source_refusal,"3152 m.37 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,KANUN,3152 m.37,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0060,excluded_source_unsupported_source_refusal,"20896 m.24 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,KKY,20896 m.24,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,,,,,REQUIRED
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0061,source_local_direct_retrieval,1581 m.24 için metinsel dayanağı kısa şekilde gösterir misin?,Dayanak 1581 m.24 (KANUN). Kanunu yürütecek makam:. Kanunu yürütecek makam: Madde 24 – Bu kanun hükümlerini Bakanlar Kurulu yürütür. [Kaynak: 1581 m.24],1581 m.24,KANUN,1581 m.24,YURURLUKTE,false,false,true,,,,,
MEVZUAT-FAZ-2B-BATCH-001,MEVZUAT-FAZ-2-0097,cross_type_wrong_source_disambiguation,6802 m.0 için belge türünü açıkça ayırır mısın? Yanlış source seçimi yapmadan kısa dayanak ver.,Bu atif KANUN turundedir. Dayanak 6802 m.0. DÖRDÜNCÜ BÖLÜM. DÖRDÜNCÜ BÖLÜM Ek Madde 1 – 5 (Ek : 17/4/1981 - 2447/10 md.; Mülga: 25/10/1984 - 3065/61 md.) [Kaynak: 6802 m.0],6802 m.0,KANUN,6802 m.0,YURURLUKTE,true,false,true,,,,,REQUIRED
